# index, is_user, name, tags, _pos
1384,0,3266,"['blackbook', 'bravo', 'creative']","array([4.81243124, 2.81419509])"
1385,1,5742,[],"array([4.73831071, 2.85383286])"
1386,1,28880,[],"array([4.760164  , 2.91147452])"
1387,0,30525,"['bar', 'gizzards', 'izakaya', 'japanese', 'sake']","array([4.76504642, 2.86571894])"
1388,1,4787,[],"array([4.81219019, 2.87893461])"
1389,0,27050,['andy'],"array([4.79184601, 2.90767824])"
1390,1,14838,[],"array([4.77379378, 2.82428406])"
1391,0,5874,['great'],"array([4.80621657, 2.80732357])"
1392,0,21029,['bowling'],"array([4.80813223, 2.90261877])"
1393,0,5455,"['beer', 'hot']","array([4.81463956, 2.74163225])"
1394,1,54488,[],"array([4.70596589, 2.84663842])"
1395,0,29309,[],"array([4.67335209, 2.85465555])"
1396,0,12621,"['brunch', 'candied']","array([4.80425087, 2.75946745])"
1397,1,25321,[],"array([4.82953515, 2.78646542])"
1398,0,23989,"['bacon', 'bar', 'bourbon', 'brunch', 'cocktails', 'meaty', 'trendy', 'whiskey']","array([4.80127252, 2.7638662 ])"
1399,0,10824,['blogger'],"array([4.8306899, 2.8264153])"
1400,0,1305,"['diner', 'salmon']","array([4.84718042, 2.92346245])"
1401,1,2448,[],"array([4.74887796, 2.72502519])"
1402,0,17228,"['indian', 'kosher', 'vegan', 'vegetarian']","array([4.88637673, 2.81958788])"
1403,1,32447,[],"array([4.84901941, 2.86858715])"
1404,0,1282,"['american', 'bar', 'famous']","array([4.86719386, 2.81974123])"
1405,1,13480,[],"array([4.8463608 , 3.00558694])"
1406,0,69521,['great'],"array([4.84020007, 2.96587485])"
1407,1,76791,[],"array([4.82206306, 2.79654511])"
1408,0,18009,"['bar', 'date', 'dessert', 'hotel']","array([4.83422464, 2.83263697])"
1409,1,237512,[],"array([4.72442066, 2.98194231])"
1410,0,53085,['shrimp'],"array([4.75222585, 2.9490978 ])"
1411,0,27780,"['coffee', 'starbucks']","array([4.8324972 , 2.81947497])"
1412,0,654,"['bbq', 'bbq']","array([4.8462337 , 2.79459547])"
1413,1,21389,[],"array([4.88515776, 2.81016289])"
1414,0,8020,"['espresso', 'pastries']","array([4.88109794, 2.77109581])"
1415,0,106066,[],"array([4.83356321, 2.74624707])"
1416,0,9664,"['byob', 'calzone', 'carroll']","array([4.78127175, 2.67702056])"
1417,0,494,['bowling'],"array([4.79866936, 2.75069481])"
1418,1,49805,[],"array([4.85215746, 2.79805353])"
1419,0,1129,"['#turnred', 'boroughs', 'bravo', 'bravoandy', 'butter', 'frat']","array([4.78644393, 2.83956137])"
1420,0,126154,"['food', 'resturant']","array([4.73286867, 2.87143127])"
1421,0,210037,['coffee'],"array([4.90836782, 2.81515824])"
1422,1,72667,[],"array([4.83451906, 2.74896762])"
1423,0,15139,"['cheap', 'chinatown', 'chinese']","array([4.82256837, 2.77373404])"
1424,0,73222,"['bakery', 'bravo', 'bravoandy', 'brooklyn', 'clinton']","array([4.74156148, 2.66449097])"
1425,1,26202,[],"array([4.76806357, 2.84908046])"
1426,1,50730,[],"array([4.83792395, 2.85932813])"
1427,0,21395,['lunch'],"array([4.83619548, 2.86371645])"
1428,1,107530,[],"array([4.77193737, 2.79768152])"
1429,0,4734,"['barbuto', 'chef']","array([4.79201857, 2.78808314])"
1430,1,78137,[],"array([4.89195776, 2.7661459 ])"
1431,0,74450,"['coffee', 'donut']","array([4.74934583, 2.88928628])"
1432,1,29320,[],"array([4.86480533, 2.8187373 ])"
1433,1,169728,[],"array([4.74469162, 2.80880721])"
1434,1,260743,[],"array([4.81855328, 2.89532999])"
1435,0,14196,"['coffee', 'coffee']","array([4.81973645, 2.87737275])"
1436,1,68295,[],"array([4.81520429, 2.80481646])"
1437,0,39261,"['barista', 'cafe', 'coffee', 'cupcake', 'cupcakes', 'tea']","array([4.81505014, 2.84281725])"
1438,0,473,"['burgers', 'meatloaf', 'older']","array([4.83621569, 2.74008512])"
1439,0,7203,"['bar', 'black']","array([4.8525054 , 2.84708405])"
1440,1,198847,[],"array([4.81735567, 2.71782771])"
1441,0,9264,"['barbecue', 'bbq', 'bourbon', 'cornbread', 'macaroni']","array([4.80481719, 2.72815746])"
1442,1,11908,[],"array([4.82320136, 2.83820963])"
1443,0,31133,"['declicious', 'italian']","array([4.85616642, 2.83240434])"
1444,0,15146,['douhbage'],"array([4.80279239, 2.85369243])"
1445,1,58220,[],"array([4.81096661, 2.77819597])"
1446,0,2561,['best'],"array([4.68425242, 2.83117234])"
1447,0,82254,"['bagels', 'coffee', 'donut']","array([4.85484162, 2.83514782])"
1448,1,11535,[],"array([4.88419786, 2.79908524])"
1449,0,176425,"['coffee', 'cupcakes', 'desert', 'donuts', 'ice']","array([4.88141104, 2.80768406])"
1450,0,29670,['korean'],"array([4.79324102, 2.7837976 ])"
1451,0,811401,['beer'],"array([4.87378721, 2.84776045])"
1452,1,198603,[],"array([4.94817487, 2.74582262])"
1453,0,27994,"['food', 'mexican', 'restaurant', 'social']","array([4.96052503, 2.73759995])"
1454,1,22896,[],"array([4.8943043, 2.8477593])"
1455,0,20622,['brunch'],"array([4.8777264 , 2.87250261])"
1456,0,219928,"['cookies', 'muffins']","array([4.89539471, 2.85052912])"
1457,1,26201,[],"array([4.78322922, 2.83266675])"
1458,0,9497,"['food', 'restaurant', 'social']","array([4.82589738, 2.83569657])"
1459,1,16255,[],"array([4.81552894, 2.7216038 ])"
1460,0,8135,"['spanish', 'tapas', 'wine']","array([4.77470286, 2.79166338])"
1461,1,22259,[],"array([4.80267097, 2.81048724])"
1462,1,41875,[],"array([4.91351491, 2.74633998])"
1463,1,83069,[],"array([4.83627502, 2.81467824])"
1464,0,6578,['pizza'],"array([4.86079993, 2.86767215])"
1465,1,219658,[],"array([4.77845739, 2.79953832])"
1466,0,16254,"['cheap', 'chicken', 'east']","array([4.81845457, 2.77775841])"
1467,0,447,"['bakery', 'best']","array([4.83645081, 2.87491964])"
1468,0,20280,"['brooklyn', 'brunch', 'churros', 'mexican', 'social']","array([4.76898895, 2.76250282])"
1469,0,1782104,['grilled'],"array([4.88896453, 2.74276147])"
1470,1,29052,[],"array([4.89556556, 2.77317873])"
1471,0,18177,"['chinese', 'dumplings']","array([4.85043687, 2.75549166])"
1472,1,35730,[],"array([4.76433693, 2.79471494])"
1473,0,28127,[],"array([4.70852114, 2.76726735])"
1474,1,36704,[],"array([4.77372272, 2.74578638])"
1475,1,34625,[],"array([4.86833601, 2.82528131])"
1476,1,14287,[],"array([4.88693933, 2.84516792])"
1477,0,804605,[],"array([4.93100508, 2.86440433])"
1478,0,110941,"['coffee', 'chill', 'tea', 'trendy']","array([4.78009057, 2.86340789])"
1479,1,13450,[],"array([4.75730205, 2.81187504])"
1480,0,11902,"['bravo', 'coffee']","array([4.76968408, 2.77996376])"
1481,0,34591,['pastry'],"array([4.71376457, 2.68787076])"
1482,1,96795,[],"array([4.82844242, 2.67473479])"
1483,0,26256,['bowling'],"array([4.83974669, 2.71368899])"
1484,1,73449,[],"array([4.80666864, 2.87573054])"
1485,0,4461,"['bakery', 'birthday', 'bravo', 'buttercream']","array([4.77536365, 2.82614438])"
1486,0,12374,"['coffee', 'deli', 'lunch', 'sandwiches', 'smoothies', 'soup']","array([4.87675604, 2.77086258])"
1487,1,40771,[],"array([4.7532031 , 2.78778662])"
1488,0,7095,['ramen'],"array([4.8349463 , 2.79355669])"
1489,0,5918,['belgian'],"array([4.79170996, 2.80116418])"
1490,0,20856,"['beer', 'coffee', 'cookies', 'eggs', 'fair']","array([4.76889431, 2.73143381])"
1491,1,36055,[],"array([4.80066448, 2.80590829])"
1492,0,514,"['brunch', 'pizza']","array([4.81199566, 2.75753536])"
1493,0,10835,"['cheap', 'students', 'thai']","array([4.80106474, 2.8471944 ])"
1494,0,5426,['awesome'],"array([4.76174496, 2.86500884])"
1495,0,27033,"['bar', 'beer', 'burritos', 'frozen']","array([4.83842112, 2.90522953])"
1496,1,48208,[],"array([4.79318106, 2.84039783])"
1497,0,12818,[],"array([4.77752104, 2.87975243])"
1498,1,186394,[],"array([4.9079574 , 2.92988275])"
1499,0,78297,['starbucks'],"array([4.8696329 , 2.89221997])"
1500,1,5067,[],"array([4.80738282, 2.84216264])"
1501,1,46901,[],"array([4.8287861 , 2.78851261])"
1502,1,217270,[],"array([4.87242152, 2.71466353])"
1503,1,25110,[],"array([4.82552491, 2.79867268])"
1504,1,15275,[],"array([4.77750301, 2.77791709])"
1505,1,213346,[],"array([4.76368506, 2.90872378])"
1506,0,1222,"['garden', 'jazz', 'social']","array([4.75167742, 2.85360531])"
1507,0,1271,"['baguette', 'bakery', 'bread', 'breakfast', 'brunch', 'cafe', 'coffee', 'lunch', 'organic', 'pastries', 'retail', 'salads', 'vegan', 'vegetarian']","array([4.79668932, 2.78740935])"
1508,1,81288,[],"array([4.92546823, 2.88830752])"
1509,0,19669,['pizza'],"array([4.93112828, 2.91287384])"
1510,1,21282,[],"array([4.82188874, 2.77117776])"
1511,0,33001,['indian'],"array([4.8208945 , 2.70603872])"
1512,1,211609,[],"array([4.87277159, 2.87707259])"
1513,1,15602,[],"array([4.77978779, 2.79553009])"
1514,0,12053,"['bar', 'beer', 'brobible', 'happy']","array([4.78940612, 2.82113318])"
1515,1,140534,[],"array([4.72801727, 2.74836359])"
1516,0,15456,"['crepes', 'croque']","array([4.76028475, 2.75423279])"
1517,1,39968,[],"array([4.91592206, 2.80683596])"
1518,1,53706,[],"array([4.84992578, 2.82214683])"
1519,0,23379,[],"array([4.89016858, 2.78103426])"
1520,0,9108,"['coffee', 'good']","array([4.79540233, 2.74676585])"
1521,0,5612,[],"array([4.73374052, 2.62953816])"
1522,1,87874,[],"array([4.75181659, 2.80759235])"
1523,0,577,[],"array([4.81656362, 2.78817837])"
1524,1,4403,[],"array([4.72026913, 2.75541957])"
1525,0,145830,"['architecture', 'design']","array([4.72405681, 2.74181137])"
1526,0,23468,"['bravo', 'launch']","array([4.78254363, 2.85221707])"
1527,0,13929,"['coffee', 'dessert', 'lunch', 'macaron', 'macarons', 'salad', 'sandwiches', 'soup']","array([4.79339354, 2.86482076])"
1528,1,55222,[],"array([4.75910026, 2.83042964])"
1529,0,42,"['bar', 'beer', 'brunch', 'burger', 'cozy', 'dinner', 'group', 'happy']","array([4.78050431, 2.81996595])"
1530,0,98472,"['greek', 'gyro']","array([4.89015769, 2.84565152])"
1531,0,554,['american'],"array([4.76855219, 2.87324142])"
1532,1,106855,[],"array([4.77960761, 2.8173243 ])"
1533,0,19644,"['awesome!', 'curry', 'northern']","array([4.78763825, 2.86300306])"
1534,1,11947,[],"array([4.86218069, 2.81557383])"
1535,0,13394,"['bbq', 'margaritas', 'ty']","array([4.81153573, 2.86341099])"
1536,0,20,['andy'],"array([4.80740595, 2.79841167])"
1537,0,1760748,[],"array([4.82764894, 2.80107977])"
1538,1,93647,[],"array([4.36537099, 3.52532505])"
1539,0,49075,[],"array([4.37381127, 3.53100961])"
1540,1,14965,[],"array([4.82449094, 2.9287126 ])"
1541,0,17777,"['crepes', 'nutella']","array([4.7759545 , 2.76132851])"
1542,1,78275,[],"array([4.77404993, 2.78414233])"
1543,0,13447,['bagged'],"array([4.81547045, 2.77505709])"
1544,1,216787,[],"array([4.73396831, 2.77738805])"
1545,0,49484,[],"array([4.75319878, 2.80023498])"
1546,1,752,[],"array([4.95448008, 2.88591952])"
1547,0,1654176,['dumplings'],"array([4.90879429, 2.86467247])"
1548,1,59179,[],"array([4.84167554, 2.80632828])"
1549,0,1071,"['cuban', 'cuban']","array([4.86793771, 2.84706272])"
1550,1,38074,[],"array([4.76349206, 2.7607283 ])"
1551,0,20006,[],"array([4.73149389, 2.73206979])"
1552,1,145413,[],"array([4.86027944, 2.81309737])"
1553,1,181455,[],"array([4.74774283, 2.82645153])"
1554,0,24002,"['breakfast', 'breakfast']","array([4.69003666, 2.83366383])"
1555,0,744,['dan'],"array([4.74745421, 2.76438038])"
1556,1,1317,[],"array([4.86457033, 2.73310444])"
1557,1,47505,[],"array([4.78922586, 2.81885655])"
1558,0,146020,['african'],"array([4.88417673, 2.82281997])"
1559,1,77887,[],"array([4.80996101, 2.88990024])"
1560,0,39120,"['burritos', 'guacamole', 'tacos', 'tourists']","array([4.83391165, 2.88116427])"
1561,1,34592,[],"array([4.76712525, 2.76000385])"
1562,0,70790,"['burrito', 'california', 'choice']","array([4.79480309, 2.79458792])"
1563,1,4683,[],"array([4.89374689, 2.86104959])"
1564,1,37210,[],"array([4.9145139 , 2.85979353])"
1565,1,12542,[],"array([4.77533558, 2.78686387])"
1566,1,6709,[],"array([4.74569244, 2.87682806])"
1567,0,8959,[],"array([4.80843766, 2.71441699])"
1568,0,1163,['after'],"array([4.84275205, 2.80063987])"
1569,0,7670,"['bakery', 'coffee', 'no']","array([4.80705727, 2.72544569])"
1570,1,11571,[],"array([4.78264502, 2.81403217])"
1571,0,7069,[],"array([4.71715717, 2.81019076])"
1572,0,20500,[],"array([4.77769202, 2.82004234])"
1573,0,13682,"['\\bakeries\\']","array([4.80582468, 2.73244146])"
1574,1,60893,[],"array([4.82583819, 2.84869638])"
1575,0,5004,"['bbq', 'japanese']","array([4.81698873, 2.79402489])"
1576,1,59638,[],"array([4.89968919, 2.69388659])"
1577,0,164722,[],"array([4.88801431, 2.70720235])"
1578,0,75955,[],"array([4.83076843, 2.91592655])"
1579,1,52970,[],"array([4.89296621, 2.98794275])"
1580,0,17795,['vietnamese'],"array([4.76962494, 2.76542825])"
1581,1,102,[],"array([4.86511144, 2.81556413])"
1582,1,59612,[],"array([4.78751595, 2.79443447])"
1583,0,22424,[],"array([4.86923556, 2.82782748])"
1584,1,79142,[],"array([4.76963721, 2.852266  ])"
1585,1,26055,[],"array([4.79474586, 2.91075087])"
1586,0,14914,['indian'],"array([4.81455723, 2.93835513])"
1587,1,20018,[],"array([4.83124383, 2.78801129])"
1588,0,17494,[],"array([4.81557437, 2.79051729])"
1589,1,7648,[],"array([4.85012541, 2.80034565])"
1590,1,47699,[],"array([4.81648683, 2.76253583])"
1591,0,13630,"['cafe', 'coffee', 'movies', 'pastries', 'starbucks', 'wi-fi']","array([4.80238335, 2.7748583 ])"
1592,1,40661,[],"array([4.90548453, 2.71763676])"
1593,0,1490,"['chinese', 'dim']","array([4.88385129, 2.68863243])"
1594,1,43861,[],"array([4.86677234, 2.88592402])"
1595,1,29958,[],"array([4.81564907, 2.85532244])"
1596,0,7677,['deli'],"array([4.77041516, 2.88442152])"
1597,1,8013,[],"array([4.81997414, 2.76091236])"
1598,0,561,[],"array([4.82006743, 2.69973428])"
1599,0,4829,['greek'],"array([4.79860974, 2.75874473])"
1600,1,48276,[],"array([4.78549671, 2.90340055])"
1601,0,1598475,[],"array([4.78940934, 2.96272426])"
1602,1,97287,[],"array([4.85688479, 2.93738001])"
1603,0,6313,"['burrito', 'guacamole']","array([4.84727435, 2.8973868 ])"
1604,0,29594,[],"array([4.83479114, 2.73060558])"
1605,1,41557,[],"array([4.87072121, 2.85972506])"
1606,0,15015,[],"array([4.86418174, 2.88336005])"
1607,1,4154,[],"array([4.79925978, 2.86977142])"
1608,1,239013,[],"array([4.83750485, 2.78181487])"
1609,0,144058,[],"array([4.91802859, 2.88047582])"
1610,1,2709,[],"array([4.7725499 , 2.87531783])"
1611,0,112711,"['baguette', 'bakery', 'bread', 'breakfast', 'brunch', 'cafe', 'coffee', 'espresso', 'lunch', 'organic', 'pastries', 'retail', 'salads', 'vegan', 'vegetarian']","array([4.74775964, 2.84485252])"
1612,1,15992,[],"array([4.86879822, 2.77895868])"
1613,0,121264,['best'],"array([4.83858496, 2.8260224 ])"
1614,1,84851,[],"array([4.80539746, 2.82683656])"
1615,0,28841,"['asian', 'japanese', 'sushi']","array([4.83719166, 2.84557735])"
1616,0,18071,"['mexican', 'tacos', 'taqueria', 'tortilla']","array([4.91640557, 2.72067008])"
1617,0,6861,['cheese'],"array([4.72192083, 2.73446171])"
1618,1,53930,[],"array([4.79216843, 2.82779458])"
1619,0,885559,"['beer', 'dogfish']","array([4.74922988, 2.74741436])"
1620,1,45808,[],"array([4.82824824, 2.85217272])"
1621,0,337,"['chinatown', 'chinese', 'chinese']","array([4.79719417, 2.82082088])"
1622,0,19837,['br'],"array([4.80390722, 2.81546752])"
1623,1,173878,[],"array([4.79668223, 2.77450452])"
1624,0,608,"['american', 'danny']","array([4.79916027, 2.80355042])"
1625,0,42655,['24'],"array([4.89856285, 2.77543786])"
1626,1,10503,[],"array([4.82912803, 2.76926201])"
1627,0,9305,['+'],"array([4.78522869, 2.79948849])"
1628,1,35270,[],"array([4.85403173, 2.81229753])"
1629,1,31251,[],"array([4.81575946, 2.76519041])"
1630,0,28369,"['food', 'fresh']","array([4.83691276, 2.71664319])"
1631,0,38920,[],"array([4.78552572, 2.99980373])"
1632,0,3372,"['awesome', 'tapas', 'wine']","array([4.7756395 , 2.76852996])"
1633,0,25146,"['cart', 'gyros', 'lamb', 'pasta', 'street']","array([4.7212517, 2.8030218])"
1634,1,62274,[],"array([4.80556674, 2.78298372])"
1635,0,52287,[],"array([4.70521244, 2.86645953])"
1636,0,1407,"['cantonese', 'dim']","array([4.82464204, 2.79657768])"
1637,0,32770,"['brooklyn', 'italian', 'pizzeria', 'trendy']","array([4.88043851, 2.74765323])"
1638,0,6224,"['best', 'coffee', 'pastries']","array([4.81320292, 2.7696973 ])"
1639,1,148377,[],"array([4.78480708, 2.77607841])"
1640,0,1316,"['bar', 'brunch', 'burger', 'burger']","array([4.81816208, 2.77502741])"
1641,1,97107,[],"array([4.72880801, 2.88544857])"
1642,0,1118,['beer'],"array([4.85497125, 2.84681376])"
1643,0,19433,"['brunch', 'dinner']","array([4.89697767, 2.76687815])"
1644,1,15495,[],"array([4.76357252, 2.87882213])"
1645,0,9495,['breakfast'],"array([4.7366935 , 2.87874547])"
1646,1,97363,[],"array([4.77518308, 2.855944  ])"
1647,0,21661,"['beer', 'burgers', 'salad']","array([4.78719921, 2.89603184])"
1648,0,21841,"['cpk', 'pizza']","array([4.76870423, 2.82730444])"
1649,0,386324,"['bistro', 'foie']","array([4.83606721, 2.8109413 ])"
1650,1,178106,[],"array([4.82057254, 2.83464987])"
1651,0,10635,['food'],"array([4.76916989, 2.82153888])"
1652,1,28938,[],"array([4.69402059, 2.90092744])"
1653,0,171348,[],"array([4.6919095 , 2.93108488])"
1654,0,57404,"['broadway', 'city']","array([4.89420819, 2.8221384 ])"
1655,1,148897,[],"array([4.81859055, 2.83048666])"
1656,0,40088,"['burgers', 'steak', 'wine']","array([4.80424543, 2.82058296])"
1657,1,72800,[],"array([4.74000541, 2.87550957])"
1658,0,15550,['american'],"array([4.75894145, 2.90746307])"
1659,0,2540,[],"array([4.79901747, 2.8483986 ])"
1660,0,25791,[],"array([4.77794932, 2.75870898])"
1661,0,129237,['pizza'],"array([4.89100051, 2.82454713])"
1662,0,133203,[],"array([5.03652753, 2.7706463 ])"
1663,0,3235,"['italian', 'pizza', 'sandwiches', 'wine']","array([4.78153621, 2.76405362])"
1664,0,1216,"['deli', 'italian', 'sandwiches', 'subs']","array([4.89001411, 2.8010649 ])"
1665,1,50713,[],"array([4.81206089, 2.77481038])"
1666,0,11934,"['coffee', 'starbucks']","array([4.78291269, 2.86447071])"
1667,0,5614,[],"array([4.78229018, 2.69492501])"
1668,1,151351,[],"array([4.83669186, 2.84202224])"
1669,0,111069,['boylan'],"array([4.80893886, 2.83819947])"
1670,1,47572,[],"array([4.91824618, 2.86087691])"
1671,0,4612,['social'],"array([4.92932779, 2.82844328])"
1672,1,17023,[],"array([4.86639431, 2.77462384])"
1673,0,681,['pizza'],"array([4.88483917, 2.77414856])"
1674,0,5939,['black'],"array([4.77272247, 2.78820009])"
1675,0,81579,[],"array([4.84244663, 2.83831948])"
1676,0,7521,['banquet'],"array([4.74709261, 2.82026531])"
1677,1,148605,[],"array([4.80189374, 2.76727401])"
1678,0,1108,"['bakery', 'cappuchino', 'dessert', 'food', 'gelato', 'ice']","array([4.75993256, 2.71460065])"
1679,1,15598,[],"array([4.71651577, 2.95095029])"
1680,0,143883,"['coffee', 'wifi']","array([4.70901659, 2.9693588 ])"
1681,0,15314,[],"array([4.74637882, 2.80481233])"
1682,0,12232,['pizza'],"array([4.84981622, 2.76117647])"
1683,1,47542,[],"array([4.80842642, 2.73049226])"
1684,1,10962,[],"array([4.77707532, 2.80948078])"
1685,1,42937,[],"array([4.85629166, 2.74474844])"
1686,0,31027,"['beer', 'brooklyn', 'brunch', 'burgers', 'foxon']","array([4.79743174, 2.72821456])"
1687,0,12906,['ramen'],"array([4.83337587, 2.79531792])"
1688,0,11114,"['art', 'brunch', 'charcuterie', 'daniel']","array([4.74892792, 2.77144603])"
1689,1,13895,[],"array([4.81532743, 2.74484043])"
1690,1,221886,[],"array([4.8237342 , 2.93306397])"
1691,0,76901,[],"array([4.83217205, 2.89179095])"
1692,1,222359,[],"array([4.71566172, 2.87420914])"
1693,0,139866,[],"array([4.69796568, 2.85258632])"
1694,1,24873,[],"array([4.95899234, 2.70129053])"
1695,0,15341,"['heros', 'massive', 'pasta', 'reuben', 'sandwiches', 'subs']","array([4.90809324, 2.73776291])"
1696,0,45847,[],"array([4.84053966, 2.69393608])"
1697,1,22601,[],"array([4.78880103, 2.83231731])"
1698,0,6790,['a'],"array([4.80919001, 2.82346869])"
1699,0,241410,[],"array([4.82729569, 3.00129939])"
1700,1,44581,[],"array([4.82980034, 2.77178629])"
1701,0,14188,"['beer', 'brunch', 'burgers', 'cockroaches', 'fries', 'wine']","array([4.87193334, 2.78236076])"
1702,0,44495,[],"array([4.72323893, 2.90909513])"
1703,1,64748,[],"array([4.83404164, 2.86553112])"
1704,1,52230,[],"array([4.78019661, 2.90762028])"
1705,0,33846,[],"array([4.78890433, 2.93919679])"
1706,1,98756,[],"array([4.80077753, 2.79017812])"
1707,1,4241,[],"array([4.85448461, 2.9229436 ])"
1708,0,42705,['coffee'],"array([4.81308391, 2.89726631])"
1709,1,1042,[],"array([4.86839631, 2.72900892])"
1710,0,204,['mexican'],"array([4.868179  , 2.76582159])"
1711,1,35819,[],"array([4.76687114, 2.84151228])"
1712,0,10777,['frozen'],"array([4.83241991, 2.76510459])"
1713,0,13391,['classic'],"array([4.81095865, 2.7321178 ])"
1714,0,13245,['bon'],"array([4.90674582, 2.72398645])"
1715,0,1329,"['bbq', 'bloody']","array([4.83516486, 2.75586283])"
1716,1,239426,[],"array([4.73526286, 2.82917195])"
1717,0,980,"['burgers', 'live']","array([4.78608343, 2.84562698])"
1718,1,124076,[],"array([4.80240966, 2.8127811 ])"
1719,0,16953,['gossip'],"array([4.77746401, 2.80168224])"
1720,1,97744,[],"array([4.81239662, 2.80302031])"
1721,1,145611,[],"array([4.81231006, 2.80491249])"
1722,1,1296,[],"array([4.66745417, 2.86493748])"
1723,0,52205,"['coffee', 'douchbags', 'starbucks']","array([4.73998373, 2.84599014])"
1724,1,27367,[],"array([4.83993892, 2.75771022])"
1725,0,14855,"['bagels', 'coffee']","array([4.79647266, 2.73977293])"
1726,1,31083,[],"array([4.79636541, 2.94848179])"
1727,0,85008,['diner'],"array([4.79555053, 2.92662123])"
1728,1,69093,[],"array([4.83450488, 2.83870071])"
1729,0,42706,"['coffee', 'photobooth', 'starbucks']","array([4.80625007, 2.88022657])"
1730,1,125639,[],"array([4.85729285, 2.80666458])"
1731,0,45831,"['coffee', 'nyu']","array([4.86341466, 2.81042937])"
1732,0,1283376,['sushi'],"array([4.77440907, 2.81940938])"
1733,0,23119,['baked'],"array([4.84300732, 2.81345507])"
1734,0,23055,['knishes'],"array([4.82722971, 2.72857404])"
1735,1,49812,[],"array([4.84188695, 2.82576071])"
1736,0,7557,['+'],"array([4.81797101, 2.74850101])"
1737,1,250753,[],"array([4.84090294, 2.77790506])"
1738,0,404,['steak'],"array([4.80002866, 2.76925743])"
1739,1,26583,[],"array([4.91941849, 2.8291262 ])"
1740,0,40144,"['chinese', 'dim']","array([4.71767217, 2.84089297])"
1741,0,1001525,"['cafe', 'coffee', 'creperie', 'crepes', 'cr¨ºperie', 'cr¨ºpes', 'dessert']","array([4.90190802, 2.77278162])"
1742,1,209734,[],"array([4.79002235, 2.84847772])"
1743,0,37641,"['brooklyn', 'pizza']","array([4.75322988, 2.8989782 ])"
1744,1,235830,[],"array([4.69029274, 2.84847321])"
1745,0,37273,"['brooklyn', 'coffee', 'douchebag', 'douchebags', 'espresso', 'free']","array([4.7224169 , 2.82575914])"
1746,0,17465,"['beer', 'burritos', 'guacamole', 'margaritas', 'mexican', 'outdoor']","array([4.7956816 , 2.77217837])"
1747,0,1379,"['dessert', 'peanut']","array([4.84502461, 2.84479136])"
1748,1,52312,[],"array([4.81610036, 2.75309837])"
1749,1,19732,[],"array([4.82807327, 2.79849505])"
1750,0,12252,['apples'],"array([4.85392224, 2.84144648])"
1751,1,51971,[],"array([4.91644042, 2.81438939])"
1752,0,53848,"['caffeine', 'coffee', 'espresso', 'wifi']","array([4.84410897, 2.79869626])"
1753,0,132016,"['catering', 'cheap']","array([4.82030035, 2.94781337])"
1754,1,71312,[],"array([4.85217543, 2.92624826])"
1755,0,52878,"['brewery', 'zagat-rated']","array([4.83067292, 2.88837829])"
1756,0,49111,"['gyoza', 'ramen']","array([4.78154188, 2.77130261])"
1757,1,91568,[],"array([4.75341768, 2.70851884])"
1758,0,76581,"['bravoandy', 'pizza', 'socialite']","array([4.88109072, 2.81712194])"
1759,0,26207,"['dinner', 'food', 'lunch', 'rockefeller']","array([4.82789455, 2.8551619 ])"
1760,1,47328,[],"array([4.94517536, 2.8922779 ])"
1761,0,16195,"['brooklyn', 'pasta', 'pizza', 'zagat-rated']","array([4.88247443, 2.85595207])"
1762,1,230969,[],"array([4.98156425, 2.83655144])"
1763,1,198662,[],"array([4.79869389, 2.88017216])"
1764,0,13740,"['brunch', 'jalapeno']","array([4.82638267, 2.85751412])"
1765,0,74668,['wings.'],"array([4.82539292, 2.94906081])"
1766,1,25152,[],"array([4.85913646, 2.73814189])"
1767,0,4848,"['bravo', 'italian', 'pizza']","array([4.88126668, 2.79732094])"
1768,1,28310,[],"array([4.8704297 , 2.88675964])"
1769,0,29405,['corporate'],"array([4.8537594 , 2.81579003])"
1770,1,1537,[],"array([4.82900665, 2.90318354])"
1771,0,23187,[],"array([4.79795664, 2.8971764 ])"
1772,0,70160,[],"array([4.73072248, 2.93430347])"
1773,0,8228,"['bravoandy', 'choice']","array([4.79212537, 2.824628  ])"
1774,1,6318,[],"array([4.82197825, 2.78366851])"
1775,0,6023,"['arada', 'jakarta', 'japanese', 'mtv', 'music', 'naruto', 'ninjas', 'rasengan', 'star', 'sushi']","array([4.85126646, 2.717246  ])"
1776,1,189342,[],"array([4.74061102, 2.77528885])"
1777,0,7297,"['bar', 'flowers', 'food', 'pink']","array([4.79581951, 2.85946248])"
1778,0,1220,"['blackbook', 'brooklyn', 'brunch']","array([4.82478652, 2.83123158])"
1779,1,48550,[],"array([4.69844807, 2.7216979 ])"
1780,0,12009,[],"array([4.65586787, 2.68697616])"
1781,1,32208,[],"array([4.81494184, 2.90485311])"
1782,0,393798,['24'],"array([4.81309147, 2.96016391])"
1783,1,12194,[],"array([4.78736817, 2.7903865 ])"
1784,0,7535,"['bravo', 'breakfast']","array([4.8444152 , 2.87925152])"
1785,1,16170,[],"array([4.74549748, 2.83685217])"
1786,1,176753,[],"array([4.86310037, 2.77955703])"
1787,0,34596,"['italian', 'restaurant']","array([4.833398  , 2.72676692])"
1788,0,555,"['chelsea', 'italian', 'recommended', 'wine', 'wine']","array([4.76978466, 2.81252846])"
1789,0,31875,[],"array([4.92017332, 2.85504881])"
1790,0,10799,['vegetarian'],"array([4.89596764, 2.72892178])"
